Identifier	Character	Dialogue	Filename	Line Number
c1_3_0e6ba6b0	narrator	明明她之前还嫌弃这点情报太少了。	game/scripts/script.rpy	3790
c1_3_eeb18de6	l	没有别的事情的话，我先走了。	game/scripts/script.rpy	3793
c1_3_b421b10e	c	我…我也是。	game/scripts/script.rpy	3796
c1_3_7c4a0a0a	narrator	两个人起了身，似乎有点慌张。	game/scripts/script.rpy	3799
c1_3_ee36fcd5	narrator	袁艳则是额头有汗渗了出来。	game/scripts/script.rpy	3800
c1_3_794b7c51	narrator	咦？失败了？刚刚效果不是很好的吗？她们看上去很震惊的样子啊。	game/scripts/script.rpy	3801
c1_3_52831133	narrator	不应该啊，不应该啊。	game/scripts/script.rpy	3802
c1_3_88629293	narrator	大概是走到门边的时候，林琴突然又回来了。	game/scripts/script.rpy	3803
c1_3_7b26e3da	l	这个手机里头有我唯一的联系方式。	game/scripts/script.rpy	3806
c1_3_53605485	l	如果…我是说如果…如果那个可以拯救你的人是我的话，请用这个联系我！	game/scripts/script.rpy	3809
c1_3_8a0258a1	l	恋爱这边，我会努力的，请你放心。	game/scripts/script.rpy	3812
c1_3_b89f413e	narrator	林琴十分认真地递给了袁艳一部看起来就十分昂贵的精密手机。	game/scripts/script.rpy	3813
c1_3_82b759ca	c	我…我会经常来你这里的！！！	game/scripts/script.rpy	3816
c1_3_6d341676	narrator	程祎琳也跟着回来，还有些拘谨地朝着袁艳一鞠躬二鞠躬三鞠躬。	game/scripts/script.rpy	3817
c1_3_1370d801_5	y	……	game/scripts/script.rpy	3820
c1_3_c84359ae_5	w	……	game/scripts/script.rpy	3821
c1_3_9a8742f8	y	是…是吗？那就好。	game/scripts/script.rpy	3824
c1_3_44116d6d	narrator	袁艳有些松了一口气接过林琴手上的手机。	game/scripts/script.rpy	3825
c1_3_4c5eb00f	l	真的是不好意思了，如果没别的事情的话，我先走了。	game/scripts/script.rpy	3828
c1_3_d9604678	c	噢，我…我也是。	game/scripts/script.rpy	3832
c1_3_437fb43c	narrator	看着两个人离去的背影，袁艳皱了皱眉头。	game/scripts/script.rpy	3834
c1_3_c58f0e11	y	等一下。	game/scripts/script.rpy	3837
c1_3_fa3cdbf8	l	还有什么事吗？	game/scripts/script.rpy	3840
c1_3_1370d801_6	y	……	game/scripts/script.rpy	3843
c1_3_fab178c4	y	没…	game/scripts/script.rpy	3846
c1_3_946aaf0d	l	好的，那我先走了。	game/scripts/script.rpy	3849
c1_3_a3d81933_3	l	…	game/scripts/script.rpy	3854
c1_3_87e0fb5d	narrator	走两步，林琴又回过头来。	game/scripts/script.rpy	3855
c1_3_cda9fe3f	l	恋爱那边我会努力的。	game/scripts/script.rpy	3858
c1_3_c8f48b26	narrator	她很认真地说道。	game/scripts/script.rpy	3859
c1_3_b8fc2d90	c	我…我也是我也是。	game/scripts/script.rpy	3862
c1_3_7c3b7559	narrator	她也很认真的说道。	game/scripts/script.rpy	3863
c1_3_c04f64ad	y	那…那就拜托你们了。	game/scripts/script.rpy	3866
c1_3_a2aba0c4	narrator	然后两个人就彻底从这个客厅消失了。	game/scripts/script.rpy	3869
c1_3_eb77a2dd	narrator	但是看到这一系列的对话我只想说：{w}\n我呸，你们以为这是在拉皮条吗？	game/scripts/script.rpy	3870
c1_3_81f33ef6	x	我呸，你们以为这是在拉皮条吗？	game/scripts/script.rpy	3872
c1_3_b1e63de2	w	喵喵喵？	game/scripts/script.rpy	3873
c1_3_c99e2e3f	narrator	咦咦？？？	game/scripts/script.rpy	3874
c1_3_618483eb	y	额…其实我也觉得有点不对劲。	game/scripts/script.rpy	3876
c1_3_e490ecf4	x	你们之间不会产生了什么奇怪的化学反应吧。	game/scripts/script.rpy	3878
c1_3_1370d801_7	y	……	game/scripts/script.rpy	3880
c1_3_d4831baa	y	你瞎说什么呢，在怎么说我也只可能喜欢男人啊。	game/scripts/script.rpy	3882
c1_3_40c5e9e0	narrator	夏静摇了摇头。	game/scripts/script.rpy	3883
c1_3_2f0b0266	x	完全看不出来。	game/scripts/script.rpy	3885
c1_3_9f910e99	y	要是我喜欢女孩子那你岂不是很危险？	game/scripts/script.rpy	3887
c1_3_67e135ed_2	x	……	game/scripts/script.rpy	3889
c1_3_91f905d2	narrator	夏静看了看袁艳。	game/scripts/script.rpy	3891
c1_3_70f426f4	narrator	从上往下打量了一遍。	game/scripts/script.rpy	3892
c1_3_1370d801_8	y	……	game/scripts/script.rpy	3894
c1_3_585bc49f	narrator	然后夏静从下又往上打量了她一遍，接着来回巡视，最终目光定在某一个位置停了下来。	game/scripts/script.rpy	3896
c1_3_da993c5a	y	喂…你想干嘛。	game/scripts/script.rpy	3898
c1_3_a599762b	narrator	看得出来，袁艳被看得心里发毛。	game/scripts/script.rpy	3899
c1_3_976a4d5c	narrator	其实我心里都有点发毛。	game/scripts/script.rpy	3900
c1_3_f77a68c1	x	嗯…	game/scripts/script.rpy	3902
c1_3_1370d801_9	y	……	game/scripts/script.rpy	3904
c1_3_3136bc07	x	如果是你的话，我应该没有问题。	game/scripts/script.rpy	3906
c1_3_3dccf400	y	嘶…	game/scripts/script.rpy	3908
c1_3_0bb8abef	narrator	听得出来，袁艳她很明显地倒吸了一口凉气。	game/scripts/script.rpy	3909
c1_3_a1f91395	narrator	夏静缓缓地露出了笑容。	game/scripts/script.rpy	3910
c1_3_84757efa	narrator	笑得房间里头的空气都降低了好几度。	game/scripts/script.rpy	3911
c1_3_76f12458	y	咱们还是…还是谈正事吧，嘿嘿嘿。	game/scripts/script.rpy	3913
c1_3_7a3fc017	x	正事？	game/scripts/script.rpy	3915
c1_3_038ef281	y	就是…就是关于你愿望的事情啊。	game/scripts/script.rpy	3917
c1_3_d66b9336	x	噢，原来还有这回事啊！	game/scripts/script.rpy	3919
c1_3_216f0457	y	你别给忘了啊！！！	game/scripts/script.rpy	3921
c1_3_a216263c	x	开玩笑的，说到我的愿望啊……	game/scripts/script.rpy	3923
c1_3_bedfa8b4	narrator	夏静又开始打量起了袁艳。	game/scripts/script.rpy	3924
c1_3_1370d801_10	y	……	game/scripts/script.rpy	3926
c1_3_c81ed25d	y	emmmmm	game/scripts/script.rpy	3928
c1_3_89a84994	y	我怎么觉得现在我的危险比较大。	game/scripts/script.rpy	3930
c1_3_d754815c	x	我的愿望嘛…	game/scripts/script.rpy	3932
c1_3_5ae51609	y	喂，你别乱来啊，我跟你讲，你别乱来啊…	game/scripts/script.rpy	3934
c1_3_72e5bb9a	x	是什么好呢？	game/scripts/script.rpy	3936
c1_3_abbadcf8	y	我跟你说，你要是敢说我我就以死明志然后…	game/scripts/script.rpy	3938
c1_3_a501cfb2	x	能不能帮我回忆一段往事呢？	game/scripts/script.rpy	3940
c1_3_9c7b5a14	y	然后…留得清白在人间…	game/scripts/script.rpy	3942
c1_3_c87a167f	y	额…	game/scripts/script.rpy	3944
c1_3_2140d66d	y	你刚刚说什么可以再说一遍吗？我怀疑我听错了。	game/scripts/script.rpy	3946
c1_3_f8983361	x	哈哈哈，你的反应真的是太搞笑了。	game/scripts/script.rpy	3948
c1_3_7f3a065b	x	你是搞笑艺人来的吗？	game/scripts/script.rpy	3950
c1_3_1370d801_11	y	……	game/scripts/script.rpy	3952
c1_3_e6ebd478	y	也不想想这是谁的错？	game/scripts/script.rpy	3954
c1_3_c84359ae_6	w	……	game/scripts/script.rpy	3955
c1_3_1c973fd8	narrator	笑声渐渐地在客厅响起，又渐渐消失。	game/scripts/script.rpy	3956
c1_3_7ec324d8	x	我好像忘记了一件事情。	game/scripts/script.rpy	3958
c1_3_ccc0da04	narrator	夏静微微地颔首。	game/scripts/script.rpy	3959
c1_3_cb1fd24c	y	是非常非常重要的事情吗？	game/scripts/script.rpy	3961
c1_3_3abc53f2	x	嗯，是非常非常重要的事情	game/scripts/script.rpy	3963
c1_3_ed2ea3e8	narrator	她取下了眼镜，无比悲哀和无奈的表情从她的脸上渐渐地浮现。	game/scripts/script.rpy	3964
c1_3_7a197dbd	narrator	仿佛完全变了一个人一样。	game/scripts/script.rpy	3965
c1_3_7edcbb38	x	要是你真的可以实现愿望的话。	game/scripts/script.rpy	3967
c1_3_e3dbce87	x	就让我回忆起有关于我忘记的那件事情的所有回忆吧	game/scripts/script.rpy	3969
c1_3_8f6d2593	x	做得到的话我什么事情都答应你。	game/scripts/script.rpy	3971
c1_3_4b5085c1	x	不惜一切代价…	game/scripts/script.rpy	3973
c1_3_257a7795	narrator	听到这里，我嘴巴张得老大。	game/scripts/script.rpy	3974
c1_3_d259af78	narrator	这…这是什么展开？	game/scripts/script.rpy	3975
c1_3_1370d801_12	y	……	game/scripts/script.rpy	3977
c1_3_3e532ad8	y	你…搞错了什么吧。	game/scripts/script.rpy	3979
c1_3_1766171b	narrator	但是袁艳的语气却变化了起来。	game/scripts/script.rpy	3980
c1_3_f3a13486	y	我能实现的就只有那个可以救我命的那个女孩的愿望。	game/scripts/script.rpy	3982
c1_3_a323e18a	x	能救你命的女孩只有一个。	game/scripts/script.rpy	3984
c1_3_47805d64	x	那为什么那个女孩不能是我？	game/scripts/script.rpy	3986
c1_3_8fe2993f	y	额。	game/scripts/script.rpy	3988
c1_3_96c66a49	y	没法反驳。	game/scripts/script.rpy	3990
c1_3_c84359ae_7	w	……	game/scripts/script.rpy	3991
c1_3_0ea53b96	narrator	我还以为她想说啥，结果刚开口又让人打回原型。	game/scripts/script.rpy	3992
c1_3_d2945f07	x	也就是这一场交易，我很希望同你做。	game/scripts/script.rpy	3994
c1_3_a506e366	y	…	game/scripts/script.rpy	3996
c1_3_e16e6626	y	你能这么觉得就太好了。	game/scripts/script.rpy	3998
c1_3_e41b4dab	y	我…我也很高兴呢。	game/scripts/script.rpy	4000
c1_3_7610d227	x	但是…	game/scripts/script.rpy	4002
c1_3_81f9ee66	y	怎么了？	game/scripts/script.rpy	4004
c1_3_71facd7e	x	我还想跟你做一场交易。	game/scripts/script.rpy	4006
c1_3_41c46bc8	y	哈？啥交易？	game/scripts/script.rpy	4008
c1_3_ebcda0e7	narrator	夏静这个时候却突然莫名其妙地笑了起来。	game/scripts/script.rpy	4009
c1_3_ca1a04ee	narrator	看着她的笑容，我有种不好的预感。	game/scripts/script.rpy	4010
c1_3_89bcd85c	x	通过这几次跟你对话，我觉得你真的是个非常有趣的人啊。	game/scripts/script.rpy	4012
c1_3_1370d801_13	y	……	game/scripts/script.rpy	4014
c1_3_2f37d422	narrator	袁艳瞬间愣住了，默默地双手环在胸口，咽了一口唾沫。	game/scripts/script.rpy	4015
c1_3_4e395162	y	所…所以呢？	game/scripts/script.rpy	4017
c1_3_1c0162e1	x	哈哈…	game/scripts/script.rpy	4019
c1_3_9dcce11d	x	所以想要多知道一些你的事情。	game/scripts/script.rpy	4021
c1_3_9c5dd085	narrator	我嘴巴张得老大，这…这这这这是什么情况啊？？？	game/scripts/script.rpy	4022
c1_3_637fed10	y	你…你你你你你不会真的喜欢女孩子吧？？？	game/scripts/script.rpy	4024
c1_3_055adf81	x	这可说不准啊…	game/scripts/script.rpy	4026
c1_3_05e0625a	y	不是吧…不可能，我不会答应你的！！！	game/scripts/script.rpy	4028
c1_3_9b1280f2	narrator	袁艳义正言辞地说道。	game/scripts/script.rpy	4029
c1_3_733b703e	y	哇…	game/scripts/script.rpy	4031
c1_3_b5a7569c	y	你做什么…	game/scripts/script.rpy	4033
c1_3_0ec63297	narrator	夏静带着笑容突然靠近袁艳。	game/scripts/script.rpy	4047
c1_3_d79647b3	narrator	她的长发在半空中飘舞着。	game/scripts/script.rpy	4048
c1_3_f84560f4	narrator	在我的视角看起来袁艳好像被夏静亲了一样。	game/scripts/script.rpy	4049
c1_3_c84359ae_8	w	……	game/scripts/script.rpy	4050
c1_3_7e0a9716	narrator	但是实际上，真正的情况是夏静只是贴在袁艳耳边。	game/scripts/script.rpy	4062
c1_3_14f687f8	narrator	袁艳的脸红扑扑的，看上去非常的奇怪。	game/scripts/script.rpy	4063
c1_3_b6eb5a5e	narrator	夏静微微张合着嘴唇，说了一些话之后。	game/scripts/script.rpy	4064
c1_3_4440f42a	narrator	袁艳脸上的红晕就如潮水般褪下，取而代之的是无比的惊讶。	game/scripts/script.rpy	4065
c1_3_d313e688	y	咳咳，你说的是真的吗？	game/scripts/script.rpy	4072
c1_3_687dc710	x	你说呢？	game/scripts/script.rpy	4074
c1_3_09ec1429	narrator	夏静带着笑容看着袁艳。	game/scripts/script.rpy	4075
c1_3_8a262945	w	喵？	game/scripts/script.rpy	4076
c1_3_4f973037	x	怎么样？要做吗？	game/scripts/script.rpy	4078
c1_3_00559c29	y	emmmmm…	game/scripts/script.rpy	4080
c1_3_e52af7de	narrator	袁艳的眼珠子在眼睛里头不停地打转，我看着都觉得有些好笑。	game/scripts/script.rpy	4081
c1_3_a506e366_1	y	…	game/scripts/script.rpy	4083
c1_3_3219558d	y	在加上你就成交！！！！	game/scripts/script.rpy	4085
c1_3_85e625b3	narrator	最终她好像是下了决定一样说道。	game/scripts/script.rpy	4086
c1_3_80944f34	x	你终于变成我想要的那样吗？	game/scripts/script.rpy	4088
c1_3_3f89f6f3	y	你别误会，我是说刚刚你说的那件事的基础上再算上你一个。	game/scripts/script.rpy	4090
c1_3_d7ed3216	x	呵呵。	game/scripts/script.rpy	4092
c1_3_ec1f776a	x	嗯…那就这样吧。	game/scripts/script.rpy	4094
c1_3_522ac147	x	还有，你这只猫叫什么名字啊？	game/scripts/script.rpy	4096
c1_3_83031ed1	y	哈！？	game/scripts/script.rpy	4098
c1_3_fec33331	w	喵？？？	game/scripts/script.rpy	4099
c1_3_ac162bc7	x	你们…反应怎么这么大？	game/scripts/script.rpy	4101
c1_3_02aeb229	y	啊？不，这只猫是我刚从外边捡回来没多久的。	game/scripts/script.rpy	4103
c1_3_e80fe8d6	y	还没取名字呢。	game/scripts/script.rpy	4105
c1_3_f329bb3d	x	这样啊。	game/scripts/script.rpy	4107
c1_3_10d135dd	y	怎…怎么了吗？	game/scripts/script.rpy	4109
c1_3_d161b93d	x	嗯…没有，它很可爱。	game/scripts/script.rpy	4111
c1_3_823b2101	narrator	夏静朝着我笑了笑，我却莫名其妙地觉得浑身发冷。	game/scripts/script.rpy	4112
c1_3_ecf1be7d	w	喵~	game/scripts/script.rpy	4113
c1_3_a5cd8506	narrator	然后夏静就带着胜利的笑容离开了。	game/scripts/script.rpy	4120
c1_3_11181d19	narrator	我则是跟着和丢了魂一样的袁艳一起前往了房间。	game/scripts/script.rpy	4121
c1_3_b9ffb2d2	narrator	她有气无力地倒在了床上。	game/scripts/script.rpy	4122
c1_3_301346b0	narrator	用四个字来形容她现在的样子就是——失魂落魄。	game/scripts/script.rpy	4123
c1_3_99ea7108	narrator	我很好奇，夏静究竟跟她说了什么。	game/scripts/script.rpy	4124
c1_3_c140ddbc	narrator	跳上了床，蹲在袁艳的一旁。	game/scripts/script.rpy	4125
c1_3_a2224aa9	y	死猫…你给我下去。	game/scripts/script.rpy	4127
c1_3_1e427b7b	narrator	她有气无力地说着我。	game/scripts/script.rpy	4128
c1_3_0fc02469	w	为啥？	game/scripts/script.rpy	4129
c1_3_37ce4506	y	你的爪子刚从地上爬过的，脏。	game/scripts/script.rpy	4131
c1_3_c84359ae_9	w	……	game/scripts/script.rpy	4132
c1_3_08d54e91	w	都这种时候你还在在意这种小事。	game/scripts/script.rpy	4133
c1_3_1ad87cf9	w	快跟我说说那个家伙跟你说了些啥？	game/scripts/script.rpy	4134
c1_3_72041f68	w	哎哟…	game/scripts/script.rpy	4135
c1_3_07be0a52	narrator	突然感觉到后劲一疼，我整只猫让她提了起来，毫不客气地朝着床下一抛。	game/scripts/script.rpy	4136
c1_3_3a18d16a	w	你干什么啊！	game/scripts/script.rpy	4137
c1_3_0bb0dcc4	y	不是跟你说了你爪子脏别往床上爬吗？	game/scripts/script.rpy	4139
c1_3_e66ebc0d	narrator	她从床上坐了起来，半天才开口说话。	game/scripts/script.rpy	4140
c1_3_1b4c7007	y	夏静是想跟我交换情报。	game/scripts/script.rpy	4142
c1_3_a78aadcd	w	交换情报？	game/scripts/script.rpy	4143
c1_3_246d9d1c	w	还需要交换什么情报？	game/scripts/script.rpy	4144
c1_3_763419ff	w	你们不是在做交易吗？	game/scripts/script.rpy	4145
c1_3_39a2f865	y	正经说的话，那三个女孩子我们认识的时间太短了。	game/scripts/script.rpy	4147
c1_3_3c0485fa	y	所以，我们其实对那三个女孩子一点都不了解。	game/scripts/script.rpy	4149
c1_3_ddae021c	y	之前的事情也都是顺势说出来的。	game/scripts/script.rpy	4151
c1_3_183f7f03	y	但是，事情能发展到这一步我也没有想到。	game/scripts/script.rpy	4153
c1_3_443fb8f5	y	至于交易…你懂的吧。	game/scripts/script.rpy	4155
c1_3_c84359ae_10	w	……	game/scripts/script.rpy	4156
c1_3_2f381ba3	w	你根本就没想好下一步怎么做吧。	game/scripts/script.rpy	4157
c1_3_9a2c3116	y	嗯。	game/scripts/script.rpy	4159
c1_3_847cf5f6	w	我就知道，反正也没怎么期待你能想好下一步。	game/scripts/script.rpy	4160
c1_3_bff86d79	w	所以你做成这样就已经很不错了！	game/scripts/script.rpy	4161
c1_3_afe23c51	y	去死吧你！	game/scripts/script.rpy	4163
c1_3_0f47decc	narrator	一个枕头从床上飞向了我，但是这种东西怎么可能打中如此敏捷的我呢？	game/scripts/script.rpy	4164
c1_3_e85c7a47	narrator	我优雅地躲了过去。	game/scripts/script.rpy	4165
c1_3_76a47186	y	所以夏静想要跟我交换情报的时候我答应了。	game/scripts/script.rpy	4167
c1_3_9ad8ee49	w	顺便还加了夏静她自己的情报？	game/scripts/script.rpy	4168
c1_3_44c1a40f	y	嗯，我把她也算入了里面。	game/scripts/script.rpy	4170
c1_3_469ad4b3	w	那想必她要换的情报对她来说肯定很重要吧。	game/scripts/script.rpy	4171
c1_3_b0e1b35d	y	那不是废话么。	game/scripts/script.rpy	4173
c1_3_11be6d30	w	那你有她想要的情报吗？	game/scripts/script.rpy	4174
c1_3_1370d801_14	y	……	game/scripts/script.rpy	4176
c1_3_2c850bdc	w	欸？	game/scripts/script.rpy	4177
c1_3_ecf7a132	w	你不会要说你没有吧？	game/scripts/script.rpy	4178
c1_3_c87a167f_1	y	额…	game/scripts/script.rpy	4180
c1_3_337f48c2	narrator	她眼神朝着一边看去了。	game/scripts/script.rpy	4181
c1_3_37bcf2f7	w	那林琴要找的那个人你有头绪吗？	game/scripts/script.rpy	4182
c1_3_59a3d9dd	w	还有那个叫程祎琳的丫头，你知道怎么实现她们的愿望吗？	game/scripts/script.rpy	4183
c1_3_1370d801_15	y	……	game/scripts/script.rpy	4185
c1_3_61eefe58	narrator	看着完全不说话的袁艳我就愣住了。	game/scripts/script.rpy	4186
c1_3_5ffa2be5	narrator	因为我已经知道答案了。	game/scripts/script.rpy	4187
c1_3_e7fc7b4b	w	你还真是的什么都没有想好啊！	game/scripts/script.rpy	4188
c1_3_ccb05be9	y	没想好…不是很正常吗？	game/scripts/script.rpy	4190
c1_3_bbb42d6e	y	日子总要过的，我不能因为不知道怎么办就等死吧。	game/scripts/script.rpy	4192
c1_3_5c4e6991	y	我又不是神，该妥协的总得妥协。	game/scripts/script.rpy	4194
c1_3_c4297d59	w	你…你这不是在欺骗她们么？	game/scripts/script.rpy	4195
c1_3_ef290cfd	y	我哪里欺骗她们了？	game/scripts/script.rpy	4197
c1_3_d4b8c83c	y	伟大的波斯诗人什么迪留下了一句话。	game/scripts/script.rpy	4199
c1_3_cc2c685d	y	善意的虚伪胜过引起争端的事实。	game/scripts/script.rpy	4201
c1_3_19c1dab3	y	我知道你想说什么。	game/scripts/script.rpy	4203
c1_3_30f34063	w	额…	game/scripts/script.rpy	4204
c1_3_988e35ab	y	但是，我们是在帮她们啊！对，帮她们啊！	game/scripts/script.rpy	4206
c1_3_fa2394d7	w	那你打算怎么办？	game/scripts/script.rpy	4207
c1_3_1370d801_16	y	……	game/scripts/script.rpy	4209
c1_3_6cfae625	y	总会有解决办法的，之前她们三个不也是狠狠地拒绝了我吗？	game/scripts/script.rpy	4211
c1_3_74683785	y	还不是被我拉回来了。	game/scripts/script.rpy	4213
c1_3_f74bc53e	w	好像的确是这么回事。	game/scripts/script.rpy	4214
c1_3_3552b64c	y	看吧，果然是这样！	game/scripts/script.rpy	4216
c1_3_6aac4e21	y	所以总会有办法的啦！！！	game/scripts/script.rpy	4218
c1_3_e30f8fd1	narrator	袁艳突然就笑起来了。	game/scripts/script.rpy	4219
c1_3_f8119a8d	w	说是这样说啦。	game/scripts/script.rpy	4220
c1_3_b2e7ce4f	w	可是你看起来怎么跟穷途末路一样？	game/scripts/script.rpy	4221
c1_3_12720b19	y	哇……	game/scripts/script.rpy	4223
c1_3_c1058c7a	narrator	袁艳大叫一声，有些抓狂打朝我吼道。	game/scripts/script.rpy	4224
c1_3_e7de49ea	y	这还不是穷途末路是什么啊喂！	game/scripts/script.rpy	4226
c1_3_ab2fdc5a	w	嘶…哇，你刚刚不是还说总会有办法嘛？？？	game/scripts/script.rpy	4227
c1_3_5c45828b	y	有办法的话我还在这里跟你瞎扯淡？	game/scripts/script.rpy	4229
c1_3_3eaca2f5	w	哇，你别把闹钟砸过来啊，会出猫命的啊！	game/scripts/script.rpy	4230
c1_3_c2d85931_1	narrator	……	game/scripts/script.rpy	4231
c1_3_13ba906f	narrator	大概十分钟左右过去了。	game/scripts/script.rpy	4232
c1_3_c84359ae_11	w	……	game/scripts/script.rpy	4233
c1_3_a79c4038	narrator	看着满地的狼藉，我算是无语了，所谓的女性这种生物是真的可怕。	game/scripts/script.rpy	4234
c1_3_3d9be7fb	w	额…累了吗？	game/scripts/script.rpy	4235
c1_3_aa1f7d35	narrator	我小心翼翼地问着在床上抱着膝盖的袁艳。	game/scripts/script.rpy	4236
c1_3_3ed94e36	y	嗯，累了。	game/scripts/script.rpy	4238
c1_3_27b8e62a	narrator	她也不做作，十分干脆地回答了我。	game/scripts/script.rpy	4239
c1_3_2157e657	y	唉算了，不想了，洗洗睡吧。	game/scripts/script.rpy	4241
c1_3_2f259e73	w	我看你是该睡睡了。	game/scripts/script.rpy	4242
c1_3_c2d85931_2	narrator	……	game/scripts/script.rpy	4250
c1_3_ef97b6e9	narrator	距离诅咒发作还剩五天	game/scripts/script.rpy	4251
c1_3_878df670	narrator	小巷子里头的女孩子愣愣地看着她。	game/scripts/script.rpy	4265
c1_3_4372323d	narrator	他却总觉得有什么不对，而这种感觉不是现在才有的。	game/scripts/script.rpy	4266
c1_3_bc21c7b5	narrator	自从踏入这座城市他就有感觉到，这种不对劲一直缠绕在他的心头。	game/scripts/script.rpy	4267
c1_3_eeda699e	narrator	仿佛总有一部分残缺了一般。	game/scripts/script.rpy	4268
c1_3_cc14c299	ta	额，我们…真的认识吗？	game/scripts/script.rpy	4269
c1_3_cdaa30df	narrator	说着女孩朝着我凑了过来，不由分说地在我身上摸索了起来。	game/scripts/script.rpy	4270
c1_3_938ed851	ta	哇。你干什么？	game/scripts/script.rpy	4271
c1_3_0310950d	girl	啊，找到了。	game/scripts/script.rpy	4272
c1_3_125c0804	girl	老师没有把我忘了呢。	game/scripts/script.rpy	4273
c1_3_f2927f14	narrator	她开心地笑着，手里拿着我都不知道什么时候放在口袋里头的挂件。	game/scripts/script.rpy	4274
c1_3_ada3e9da	narrator	那个挂件不管怎么看都不像是男人会带在身上的。	game/scripts/script.rpy	4275
c1_3_8c1b431b	ta	呵…	game/scripts/script.rpy	4276
c1_3_663897bc	narrator	他笑了起来，总觉得有什么荒唐的事情围绕着他展开了。	game/scripts/script.rpy	4277
c1_3_c7b648f8	girl	老师你笑什么啊？	game/scripts/script.rpy	4278
c1_3_07be9f88	ta	没呢。	game/scripts/script.rpy	4279
c1_3_eadf4524	narrator	他温柔地回答道。	game/scripts/script.rpy	4280
c1_3_7b1dee39	ta	看！	game/scripts/script.rpy	4281
c1_3_7c2259c6	girl	嗯？	game/scripts/script.rpy	4282
c1_3_40a665f4	ta	有飞机！！！！	game/scripts/script.rpy	4283
c1_3_40586809	narrator	他指着女孩身后。	game/scripts/script.rpy	4284
c1_3_b1b1e6f8	girl	诶诶诶诶？真的吗？	game/scripts/script.rpy	4285
c1_3_291e9c0b	narrator	趁着女孩子回过头的一瞬间，他转身十分狼狈地又跑了起来。	game/scripts/script.rpy	4286
c1_3_44d4efb6	ta	所以说我为什么一定要跑啊！	game/scripts/script.rpy	4287
c1_3_a376ed1e	w	额。	game/scripts/script.rpy	4293
c1_3_e6dc69b2	narrator	我看着窗前洒落下来的阳光，不知道该干啥。	game/scripts/script.rpy	4294
c1_3_f6f9ee8c	narrator	而那个叫做袁艳的女孩子，目光涣散地靠在床头发呆。	game/scripts/script.rpy	4295
c1_3_b4809533	narrator	从早上七点多一直发呆到九点多，一动不动，期间连厕所都不去。	game/scripts/script.rpy	4296
c1_3_75ff410f	narrator	我也不知道该怎么跟她搭话。	game/scripts/script.rpy	4297
c1_3_e3165a9a	y	唉。	game/scripts/script.rpy	4299
c1_3_3070799c	narrator	她叹了一口气，这个时候她才注意到我。	game/scripts/script.rpy	4300
c1_3_64e52988	y	啊，死猫你醒了啊？	game/scripts/script.rpy	4302
c1_3_d3f5f4fe	narrator	我醒过来都四五个小时了好不好。	game/scripts/script.rpy	4303
c1_3_fca0489c	w	嗯，醒了。	game/scripts/script.rpy	4304
c1_3_efce7c50	y	诶嘿嘿，肚子饿不饿？	game/scripts/script.rpy	4306
c1_3_a3a25341	w	有点饿了。	game/scripts/script.rpy	4307
c1_3_d3707c99	y	那我去给你做点东西吃吧。	game/scripts/script.rpy	4309
c1_3_785b95fe	w	噢…好..好啊。	game/scripts/script.rpy	4310
c1_3_6b49379d	narrator	我没敢告诉她我早上起来的时候其实已经翻了冰箱偷了点东西吃。	game/scripts/script.rpy	4311
c1_3_5498e9ab	narrator	其中还有她之前嘱咐我不准让我偷吃的东西。	game/scripts/script.rpy	4312
c1_3_3593d3c0	narrator	看着袁艳逐渐向厨房里头走过去，虚汗也慢慢地从我身体的各个毛孔渗出来。	game/scripts/script.rpy	4313
c1_3_28304087	narrator	十来分钟之后…	game/scripts/script.rpy	4314
c1_3_ea7b3172	narrator	袁艳端着一盘飘着香味的食物出来了，非常随意地往我面前一放。	game/scripts/script.rpy	4315
c1_3_da2945cc	narrator	然后又走到了床边，钻进被子里——跟之前一模一样打靠在床头发呆。	game/scripts/script.rpy	4316
c1_3_580dd7f1	narrator	我吃了两口盘子里头的东西差点没被咸出屎来。	game/scripts/script.rpy	4317
c1_3_b3f55911	w	喵！！！	game/scripts/script.rpy	4318
c1_3_29c95c7d	narrator	我干脆懒得吃了，朝着袁艳扑了过去，实在是看不下去她这副规模样了。	game/scripts/script.rpy	4319
c1_3_9d43d8c8	y	啊，你干什么啊？	game/scripts/script.rpy	4321
c1_3_d90a2b8a	narrator	袁艳有些惊讶但是却没啥力气地对我说着。	game/scripts/script.rpy	4322
c1_3_9df436a6	w	够了！你这幅模样真是让人看不下去。	game/scripts/script.rpy	4323
c1_3_837cfd10	w	我们现在去观察那三个女孩吧？	game/scripts/script.rpy	4324
c1_3_06991664	y	很疼的啊死猫，去一次疼个半死。	game/scripts/script.rpy	4326
c1_3_6f9fcf6e	w	你要是在慢吞吞的，诅咒发作的时候比这个还疼。	game/scripts/script.rpy	4327
c1_3_ab0d8474	y	啥？	game/scripts/script.rpy	4329
c1_3_de74f94b	y	不会吧？	game/scripts/script.rpy	4331
c1_3_ebe86c30	w	我骗你干啥？	game/scripts/script.rpy	4332
c1_3_1370d801_17	y	……	game/scripts/script.rpy	4334
c1_3_fb5efcd6	y	那还等什么啊，赶紧去啊！	game/scripts/script.rpy	4336
c1_3_c84359ae_12	w	……	game/scripts/script.rpy	4337
